"ProviderName","Address","PhoneNumber","stLevel","cityLevel","zip","country","city","state","stateAbb","county","lat","lon","COUNTYNAME","STATE","STCOUNTYFP","CLASSFP","dupeLocation"
"Urgent Care of Russellville","13150 U.S. 43  Russellville, AL   ZIP 35653","(256) 331-2092","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-russellville-alabama","35653","US","Russellville","Alabama","AL","Franklin",34.5066,-87.7257,"Franklin County","AL",1059,"H1",TRUE
"Greater Mobile Urgent Care","1114 Shelton Beach Road  Saraland, AL   ZIP 36571","(251) 633-0123","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-saraland-alabama","36571","US","Saraland","Alabama","AL","Mobile",30.8332,-88.0934,"Mobile County","AL",1097,"H1",FALSE
"Selma Urgent Care","1025 Medical Center Parkway  Selma, AL   ZIP 36701","(334) 875-8833","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-selma-alabama","36701","US","Selma","Alabama","AL","Dallas",32.4197,-87.0245,"Autauga County","AL",1001,"H1",FALSE
"Selma Urgent Care","1025 Medical Center Parkway  Selma, AL   ZIP 36701","(334) 875-8833","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-selma-alabama","36701","US","Selma","Alabama","AL","Dallas",32.4197,-87.0245,"Dallas County","AL",1047,"H1",TRUE
"Selma Urgent Care","1025 Medical Center Parkway  Selma, AL   ZIP 36701","(334) 875-8833","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-selma-alabama","36701","US","Selma","Alabama","AL","Dallas",32.4197,-87.0245,"Lowndes County","AL",1085,"H1",TRUE
"Selma Urgent Care","1025 Medical Center Parkway  Selma, AL   ZIP 36701","(334) 875-8833","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-selma-alabama","36701","US","Selma","Alabama","AL","Dallas",32.4197,-87.0245,"Perry County","AL",1105,"H1",TRUE
"Greater Mobile Urgent Care - Semmes","7943 Moffett Road  Semmes, AL   ZIP 36575","(251) 633-0123","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-semmes-alabama","36575","US","Semmes","Alabama","AL","Mobile",30.7544,-88.2667,"Mobile County","AL",1097,"H1",FALSE
"Premier Urgent and Family Care","4643 Camp Coleman Road  Trussville, AL   ZIP 35173","(205) 655-4924","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-trussville-alabama","35173","US","Trussville","Alabama","AL","Jefferson",33.6339,-86.5981,"Jefferson County","AL",1073,"H1",FALSE
"Premier Urgent and Family Care","4643 Camp Coleman Road  Trussville, AL   ZIP 35173","(205) 655-4924","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-trussville-alabama","35173","US","Trussville","Alabama","AL","Jefferson",33.6339,-86.5981,"St. Clair County","AL",1115,"H1",TRUE
"Summit Express Urgent Care","1360 Montgomery Highway  Vestavia Hills, AL   ZIP 35216","(205) 978-7550","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-vestavia-hills-alabama","35216","US","Birmingham","Alabama","AL","Jefferson",33.4188,-86.7867,"Jefferson County","AL",1073,"H1",FALSE
"Summit Express Urgent Care","1360 Montgomery Highway  Vestavia Hills, AL   ZIP 35216","(205) 978-7550","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-vestavia-hills-alabama","35216","US","Birmingham","Alabama","AL","Jefferson",33.4188,-86.7867,"Shelby County","AL",1117,"H1",TRUE
"Urgent Care South","143 White Oak Trail  Warrior, AL   ZIP 35180","(205) 647-1819","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-warrior-alabama","35180","US","Warrior","Alabama","AL","Jefferson",33.8529,-86.8198,"Blount County","AL",1009,"H1",FALSE
"Urgent Care South","143 White Oak Trail  Warrior, AL   ZIP 35180","(205) 647-1819","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-warrior-alabama","35180","US","Warrior","Alabama","AL","Jefferson",33.8529,-86.8198,"Jefferson County","AL",1073,"H1",TRUE
"Wetumpka Urgent Care","11 Cambridge Drive  Wetumpka, AL   ZIP 36093","(334) 567-8633","https://urgentcarelist.com/directory/state-al-alabama","https://urgentcarelist.com/directory/urgent-care-in-wetumpka-alabama","36093","US","Wetumpka","Alabama","AL","Elmore",32.5622,-86.0994,"Elmore County","AL",1051,"H1",FALSE
"Alaska Urgent Care","300 East Dimond Boulevard  Anchorage, AK   ZIP 99515","(907) 341-7757","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99515","US","Anchorage","Alaska","AK","Anchorage Municipality",61.1194,-149.8974,"Anchorage Municipality","AK",2020,"H6",FALSE
"Alpine Urgent Care","1310 E Dimond Blvd #1  Anchorage, AK   ZIP 99515","(907) 344-2400","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99515","US","Anchorage","Alaska","AK","Anchorage Municipality",61.1194,-149.8974,"Anchorage Municipality","AK",2020,"H6",FALSE
"Urgent Care Medical Clinic","5437 East Northern Lights Boulevard #1  Anchorage, AK   ZIP 99508","(907) 333-8561","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99508","US","Anchorage","Alaska","AK","Anchorage Municipality",61.206,-149.8101,"Anchorage Municipality","AK",2020,"H6",FALSE
"Urgent Care Medical Clinic PC","Anchorage, AK, United States  Anchorage, AK   ZIP 99502","(907) 248-8563","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99502","US","Anchorage","Alaska","AK","Anchorage Municipality",61.1661,-149.96,"Anchorage Municipality","AK",2020,"H6",FALSE
"Urgent Care Medical Clinic PC","Anchorage, AK 99504, United States  Anchorage, AK   ZIP 99504","(907) 333-8560","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99504","US","Anchorage","Alaska","AK","Anchorage Municipality",61.2037,-149.7447,"Anchorage Municipality","AK",2020,"H6",FALSE
"URGENT CARE MEDICAL HEALTH","9150 Jewel Lake Road  Anchorage, AK   ZIP 99502","(907) 248-8561","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-anchorage-alaska","99502","US","Anchorage","Alaska","AK","Anchorage Municipality",61.1661,-149.96,"Anchorage Municipality","AK",2020,"H6",FALSE
"Mat-Su Regional Urgent Care","950 East Bogard Road  Wasilla, AK   ZIP 99654","(907) 352-2880","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-wasilla-alaska","99654","US","Wasilla","Alaska","AK","Matanuska-Susitna Borough",61.5923,-149.3959,"Matanuska-Susitna Borough","AK",2170,"H1",FALSE
"Urgent Care at Lake Lucille","185 East Parks Highway  Wasilla, AK   ZIP 99654","(907) 373-4200","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-wasilla-alaska","99654","US","Wasilla","Alaska","AK","Matanuska-Susitna Borough",61.5923,-149.3959,"Matanuska-Susitna Borough","AK",2170,"H1",FALSE
"Fairbanks Urgent Care Center","1867 Airport Frontage Road  Fairbanks, AK   ZIP 99701","(907) 452-2178","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-fairbanks-alaska","99701","US","Fairbanks","Alaska","AK","Fairbanks North Star",64.8378,-147.7164,"Fairbanks North Star Borough","AK",2090,"H1",FALSE
"Juneau Urgent & Family Care","8505 Old Dairy Road  Juneau, AK   ZIP 99801","(907) 790-4111","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-juneau-alaska","99801","US","Juneau","Alaska","AK","Juneau City and Borough",58.3628,-134.5294,"Juneau City and Borough","AK",2110,"H6",FALSE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","DC",11001,"H6",FALSE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Sarasota County","FL",12115,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Multnomah County","OR",41051,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Guam","GU",66010,"H4",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Guam","GU",66010,"H4",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Guam","GU",66010,"H4",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Guam","GU",66010,"H4",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Adjuntas Municipio","PR",72001,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguada Municipio","PR",72003,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguadilla Municipio","PR",72005,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguadilla Municipio","PR",72005,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguadilla Municipio","PR",72005,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguadilla Municipio","PR",72005,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguadilla Municipio","PR",72005,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aguas Buenas Municipio","PR",72007,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aibonito Municipio","PR",72009,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Aibonito Municipio","PR",72009,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Anasco Municipio","PR",72011,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Anasco Municipio","PR",72011,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arecibo Municipio","PR",72013,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Arroyo Municipio","PR",72015,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Barceloneta Municipio","PR",72017,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Barceloneta Municipio","PR",72017,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Barranquitas Municipio","PR",72019,"H1",TRUE
"Family Medicine Urgent Care Centre","945 Gardiners Road  Kingston, AK   ZIP K7M 7","(613) 389-3348","https://urgentcarelist.com/directory/state-ak-alaska","https://urgentcarelist.com/directory/urgent-care-in-kingston-alaska",NA,NA,NA,NA,NA,NA,NA,NA,"Bayamon Municipio","PR",72021,"H1",TRUE
